"","td","code","target"
"13877","T049","A331",0
"13878","T049","A333",4
"13879","T049","A340",3
"13880","T049","A343",0
"13881","T049","A349",4
"13882","T049","A352",0
"13883","T049","A358",0
"13884","T049","A360",4
"13885","T049","A361",1
"13886","T049","A363",3
"13887","T049","A365",2
"13888","T049","A366",2
"13889","T049","A369",4
"13890","T049","A376",2
"13891","T049","A377",0
"13892","T049","A379",0
"13893","T049","A384",1
"13894","T049","A390",1
"13895","T049","A391",4
"13896","T049","A392",1
"13897","T049","A394",3
"13898","T049","A400",3
"13899","T049","A410",0
"13900","T049","A414",2
"13901","T049","A415",4
"13902","T049","A417",1
"13903","T049","A418",0
"13904","T049","A419",3
"13905","T049","A422",4
"13906","T049","A424",2
"13907","T049","A426",3
"13908","T049","A430",0
"13909","T049","A432",4
"13910","T049","A434",4
"13911","T049","A437",1
"13912","T049","A442",3
"13913","T049","A443",1
"13914","T049","A444",2
"13915","T049","A455",4
"13916","T049","A457",4
"13917","T049","A461",3
"13918","T049","A462",1
"13919","T049","A464",0
"13920","T049","A468",3
"13921","T049","A469",2
"13922","T049","A471",0
"13923","T049","A473",3
"13924","T049","A478",2
"13925","T049","A483",4
"13926","T049","A484",0
"13927","T049","A485",1
"13928","T049","A487",0
"13929","T049","A488",1
"13930","T049","A489",1
"13931","T049","A491",3
"13932","T049","A492",0
"13933","T049","A493",2
"13934","T049","A496",2
"13935","T049","A501",1
"13936","T049","A502",1
"13937","T049","A504",0
"13938","T049","A505",3
"13939","T049","A507",4
"13940","T049","A509",4
"13941","T049","A513",0
"13942","T049","A517",1
"13943","T049","A518",3
"13944","T049","A520",4
"13945","T049","A522",1
"13946","T049","A529",2
"13947","T049","A530",2
"13948","T049","A537",0
"13949","T049","A538",1
"13950","T049","A540",2
"13951","T049","A541",2
"13952","T049","A548",0
"13953","T049","A549",2
"13954","T049","A551",1
"13955","T049","A552",4
"13956","T049","A553",3
"13957","T049","A556",4
"13958","T049","A557",0
"13959","T049","A564",1
"13960","T049","A566",4
"13961","T049","A574",4
"13962","T049","A581",0
"13963","T049","A584",3
"13964","T049","A587",3
"13965","T049","A591",2
"13966","T049","A594",0
"13967","T049","A595",3
"13968","T049","A599",4
"13969","T049","A606",2
"13970","T049","A609",4
"13971","T049","A610",1
"13972","T049","A614",0
"13973","T049","A616",4
"13974","T049","A620",0
"13975","T049","A627",2
"13976","T049","A628",3
"13977","T049","A636",4
"13978","T049","A637",1
"13979","T049","A638",1
"13980","T049","A643",1
"13981","T049","A645",1
"13982","T049","A646",0
"13983","T049","A647",4
"13984","T049","A648",4
"13985","T049","A649",2
"13986","T049","A652",2
"13987","T049","A653",3
"13988","T049","A658",4
"13989","T049","A659",4
"13990","T049","A663",1
"13991","T049","A664",2
"13992","T049","A666",4
"13993","T049","A668",3
"13994","T049","A670",0
"13995","T049","A676",0
"13996","T049","A679",0
"13997","T049","A680",0
"13998","T049","A683",3
"13999","T049","A684",1
"14000","T049","A687",0
"14001","T049","A688",4
"14002","T049","A690",4
"14003","T049","A694",1
"14004","T049","A696",1
"14005","T049","A697",3
"14006","T049","A698",2
"14007","T049","A701",1
"14008","T049","A708",1
"14009","T049","A709",0
"14010","T049","A711",0
"14011","T049","A719",1
"14012","T049","A722",3
"14013","T049","A724",4
"14014","T049","A727",0
"14015","T049","A733",2
"14016","T049","A734",4
"14017","T049","A736",4
"14018","T049","A738",3
"14019","T049","A740",0
"14020","T049","A745",1
"14021","T049","A746",4
"14022","T049","A747",1
"14023","T049","A752",1
"14024","T049","A753",4
"14025","T049","A754",1
"14026","T049","A755",4
"14027","T049","A759",3
"14028","T049","A766",3
"14029","T049","A772",3
"14030","T049","A775",2
"14031","T049","A776",1
"14032","T049","A779",2
"14033","T049","A786",0
"14034","T049","A788",2
"14035","T049","A789",4
"14036","T049","A794",0
"14037","T049","A795",1
"14038","T050","A005",0
"14039","T050","A006",4
"14040","T050","A007",1
"14041","T050","A011",2
"14042","T050","A012",4
"14043","T050","A017",2
"14044","T050","A019",1
"14045","T050","A021",0
"14046","T050","A024",4
"14047","T050","A030",4
"14048","T050","A032",0
"14049","T050","A034",3
"14050","T050","A037",3
"14051","T050","A039",2
"14052","T050","A041",1
"14053","T050","A043",3
"14054","T050","A045",0
"14055","T050","A046",1
"14056","T050","A050",2
"14057","T050","A054",1
"14058","T050","A060",4
"14059","T050","A062",0
"14060","T050","A066",1
"14061","T050","A067",4
"14062","T050","A069",4
"14063","T050","A071",4
"14064","T050","A072",2
"14065","T050","A074",0
"14066","T050","A076",3
"14067","T050","A086",1
"14068","T050","A087",0
"14069","T050","A092",3
"14070","T050","A094",1
"14071","T050","A097",2
"14072","T050","A101",4
"14073","T050","A106",1
"14074","T050","A108",0
"14075","T050","A111",2
"14076","T050","A115",3
"14077","T050","A116",2
"14078","T050","A117",1
"14079","T050","A118",3
"14080","T050","A122",1
"14081","T050","A124",3
"14082","T050","A127",4
"14083","T050","A135",3
"14084","T050","A144",2
"14085","T050","A147",1
"14086","T050","A148",0
"14087","T050","A158",2
"14088","T050","A159",2
"14089","T050","A165",4
"14090","T050","A166",1
"14091","T050","A168",3
"14092","T050","A171",4
"14093","T050","A172",2
"14094","T050","A175",3
"14095","T050","A178",0
"14096","T050","A179",3
"14097","T050","A181",1
"14098","T050","A185",0
"14099","T050","A188",1
"14100","T050","A194",4
"14101","T050","A196",3
"14102","T050","A197",4
"14103","T050","A206",0
"14104","T050","A207",4
"14105","T050","A210",1
"14106","T050","A216",4
"14107","T050","A217",3
"14108","T050","A219",0
"14109","T050","A223",1
"14110","T050","A228",1
"14111","T050","A230",0
"14112","T050","A232",3
"14113","T050","A236",2
"14114","T050","A237",2
"14115","T050","A238",2
"14116","T050","A239",1
"14117","T050","A244",0
"14118","T050","A245",2
"14119","T050","A249",0
"14120","T050","A250",1
"14121","T050","A253",3
"14122","T050","A254",4
"14123","T050","A257",0
"14124","T050","A260",4
"14125","T050","A261",3
"14126","T050","A265",3
"14127","T050","A270",3
"14128","T050","A271",2
"14129","T050","A274",1
"14130","T050","A280",4
"14131","T050","A281",0
"14132","T050","A284",3
"14133","T050","A287",1
"14134","T050","A293",3
"14135","T050","A297",0
"14136","T050","A298",1
"14137","T050","A300",2
"14138","T050","A303",1
"14139","T050","A305",4
"14140","T050","A306",2
"14141","T050","A308",1
"14142","T050","A310",1
"14143","T050","A314",2
"14144","T050","A318",1
"14145","T050","A319",2
"14146","T050","A320",4
"14147","T050","A322",2
"14148","T050","A324",1
"14149","T050","A325",0
"14150","T050","A327",0
"14151","T050","A329",2
"14152","T050","A331",2
"14153","T050","A333",4
"14154","T050","A340",1
"14155","T050","A343",2
"14156","T050","A349",0
"14157","T050","A352",0
"14158","T050","A358",4
"14159","T050","A360",0
"14160","T050","A361",1
"14161","T050","A363",4
"14162","T050","A365",2
"14163","T050","A366",3
"14164","T050","A369",1
"14165","T050","A376",3
"14166","T050","A377",3
"14167","T050","A379",3
"14168","T050","A384",0
"14169","T050","A390",4
"14170","T050","A391",2
"14171","T050","A392",1
"14172","T050","A394",1
"14173","T050","A400",2
"14174","T050","A410",2
"14175","T050","A414",4
"14176","T050","A415",4
"14177","T050","A417",0
"14178","T050","A418",0
"14179","T050","A419",4
"14180","T050","A422",4
"14181","T050","A424",4
"14182","T050","A426",1
"14183","T050","A432",4
"14184","T050","A434",2
"14185","T050","A437",3
"14186","T050","A442",3
"14187","T050","A443",4
"14188","T050","A444",4
"14189","T050","A455",1
"14190","T050","A457",0
"14191","T050","A461",0
"14192","T050","A462",2
"14193","T050","A464",4
"14194","T050","A468",3
"14195","T050","A469",4
"14196","T050","A471",1
"14197","T050","A473",3
"14198","T050","A478",0
"14199","T050","A482",1
"14200","T050","A483",3
"14201","T050","A484",4
"14202","T050","A485",4
"14203","T050","A487",4
"14204","T050","A488",0
"14205","T050","A489",3
"14206","T050","A491",1
"14207","T050","A493",1
"14208","T050","A496",4
"14209","T050","A501",2
"14210","T050","A504",1
"14211","T050","A505",2
"14212","T050","A507",0
"14213","T050","A509",1
"14214","T050","A512",4
"14215","T050","A513",0
"14216","T050","A517",3
"14217","T050","A518",1
"14218","T050","A520",2
"14219","T050","A522",0
"14220","T050","A529",4
"14221","T050","A530",3
"14222","T050","A537",2
"14223","T050","A538",3
"14224","T050","A540",3
"14225","T050","A541",0
"14226","T050","A548",2
"14227","T050","A549",0
"14228","T050","A551",0
"14229","T050","A552",3
"14230","T050","A553",3
"14231","T050","A556",0
"14232","T050","A557",3
"14233","T050","A564",3
"14234","T050","A566",0
"14235","T050","A574",1
"14236","T050","A578",0
"14237","T050","A581",4
"14238","T050","A584",2
"14239","T050","A587",0
"14240","T050","A591",0
"14241","T050","A594",4
"14242","T050","A599",1
"14243","T050","A606",2
"14244","T050","A609",3
"14245","T050","A610",4
"14246","T050","A614",3
"14247","T050","A616",0
"14248","T050","A627",2
"14249","T050","A628",3
"14250","T050","A636",4
"14251","T050","A637",3
"14252","T050","A638",0
"14253","T050","A643",3
"14254","T050","A645",4
"14255","T050","A646",3
"14256","T050","A647",3
"14257","T050","A648",1
"14258","T050","A649",2
"14259","T050","A652",1
"14260","T050","A653",2
"14261","T050","A658",3
"14262","T050","A659",2
"14263","T050","A663",2
"14264","T050","A664",0
"14265","T050","A666",4
"14266","T050","A668",1
"14267","T050","A670",4
"14268","T050","A676",4
"14269","T050","A679",2
"14270","T050","A683",3
"14271","T050","A684",2
"14272","T050","A687",4
"14273","T050","A688",2
"14274","T050","A690",0
"14275","T050","A694",2
"14276","T050","A696",0
"14277","T050","A697",4
"14278","T050","A698",4
"14279","T050","A701",0
"14280","T050","A708",0
"14281","T050","A709",2
"14282","T050","A711",0
"14283","T050","A719",2
"14284","T050","A722",2
"14285","T050","A724",3
"14286","T050","A727",2
"14287","T050","A733",2
"14288","T050","A734",1
"14289","T050","A736",0
"14290","T050","A738",3
"14291","T050","A740",4
"14292","T050","A745",2
"14293","T050","A746",1
"14294","T050","A747",1
"14295","T050","A752",1
"14296","T050","A753",2
"14297","T050","A754",0
"14298","T050","A755",1
"14299","T050","A759",0
"14300","T050","A766",3
"14301","T050","A772",3
"14302","T050","A775",1
"14303","T050","A776",3
"14304","T050","A779",4
"14305","T050","A786",1
"14306","T050","A788",4
"14307","T050","A789",0
"14308","T050","A794",3
"14309","T050","A795",0
"14310","T051","A005",1
"14311","T051","A006",1
"14312","T051","A007",1
"14313","T051","A011",1
"14314","T051","A012",4
"14315","T051","A017",0
"14316","T051","A019",2
"14317","T051","A021",3
"14318","T051","A024",1
"14319","T051","A030",1
"14320","T051","A032",4
"14321","T051","A034",3
"14322","T051","A037",2
"14323","T051","A039",4
"14324","T051","A041",3
"14325","T051","A043",0
"14326","T051","A045",2
"14327","T051","A046",2
"14328","T051","A050",3
"14329","T051","A054",0
"14330","T051","A060",4
"14331","T051","A062",2
"14332","T051","A066",4
"14333","T051","A067",1
"14334","T051","A069",4
"14335","T051","A071",2
"14336","T051","A072",4
"14337","T051","A074",3
"14338","T051","A076",3
"14339","T051","A086",1
"14340","T051","A087",4
"14341","T051","A092",2
"14342","T051","A094",3
"14343","T051","A097",0
"14344","T051","A101",0
"14345","T051","A106",3
"14346","T051","A108",2
"14347","T051","A111",3
"14348","T051","A115",0
"14349","T051","A116",1
"14350","T051","A117",3
"14351","T051","A118",3
"14352","T051","A122",0
"14353","T051","A124",0
"14354","T051","A127",2
"14355","T051","A135",3
"14356","T051","A144",2
"14357","T051","A147",2
"14358","T051","A148",4
"14359","T051","A153",0
"14360","T051","A158",1
"14361","T051","A159",1
"14362","T051","A165",1
"14363","T051","A166",2
"14364","T051","A168",2
"14365","T051","A171",4
"14366","T051","A172",2
"14367","T051","A175",4
"14368","T051","A178",3
"14369","T051","A179",1
"14370","T051","A181",1
"14371","T051","A185",1
"14372","T051","A188",0
"14373","T051","A194",0
"14374","T051","A196",4
"14375","T051","A197",2
"14376","T051","A206",4
"14377","T051","A207",1
"14378","T051","A210",4
"14379","T051","A212",0
"14380","T051","A216",2
"14381","T051","A217",1
"14382","T051","A219",0
"14383","T051","A230",0
"14384","T051","A232",2
"14385","T051","A236",0
"14386","T051","A237",3
"14387","T051","A238",4
"14388","T051","A239",4
"14389","T051","A244",3
"14390","T051","A245",1
"14391","T051","A249",4
"14392","T051","A250",3
"14393","T051","A253",0
"14394","T051","A254",2
"14395","T051","A257",3
"14396","T051","A260",1
"14397","T051","A261",0
"14398","T051","A265",3
"14399","T051","A270",1
"14400","T051","A271",2
"14401","T051","A274",0
"14402","T051","A280",0
"14403","T051","A281",1
"14404","T051","A284",4
"14405","T051","A287",3
"14406","T051","A293",0
"14407","T051","A297",0
"14408","T051","A298",0
"14409","T051","A300",1
"14410","T051","A303",2
"14411","T051","A305",1
"14412","T051","A306",1
"14413","T051","A308",3
"14414","T051","A310",1
"14415","T051","A314",2
"14416","T051","A318",4
"14417","T051","A319",2
"14418","T051","A320",0
"14419","T051","A322",3
"14420","T051","A324",0
"14421","T051","A325",2
"14422","T051","A327",2
"14423","T051","A329",0
"14424","T051","A331",1
"14425","T051","A333",0
"14426","T051","A340",3
"14427","T051","A343",4
"14428","T051","A349",3
"14429","T051","A352",0
"14430","T051","A355",0
"14431","T051","A358",2
"14432","T051","A360",1
"14433","T051","A361",0
"14434","T051","A363",4
"14435","T051","A365",3
"14436","T051","A366",3
"14437","T051","A369",4
"14438","T051","A376",3
"14439","T051","A377",4
"14440","T051","A379",1
"14441","T051","A384",2
"14442","T051","A390",0
"14443","T051","A391",3
"14444","T051","A392",4
"14445","T051","A394",4
"14446","T051","A400",3
"14447","T051","A410",4
"14448","T051","A414",0
"14449","T051","A415",4
"14450","T051","A417",2
"14451","T051","A418",4
"14452","T051","A419",4
"14453","T051","A422",4
"14454","T051","A424",2
"14455","T051","A432",4
"14456","T051","A434",4
"14457","T051","A437",1
"14458","T051","A442",2
"14459","T051","A443",0
"14460","T051","A444",0
"14461","T051","A455",2
"14462","T051","A457",4
"14463","T051","A458",0
"14464","T051","A462",3
"14465","T051","A464",1
"14466","T051","A468",2
"14467","T051","A469",1
"14468","T051","A473",1
"14469","T051","A478",2
"14470","T051","A482",0
"14471","T051","A483",1
"14472","T051","A484",0
"14473","T051","A485",0
"14474","T051","A487",3
"14475","T051","A488",4
"14476","T051","A489",3
"14477","T051","A491",1
"14478","T051","A496",1
"14479","T051","A501",3
"14480","T051","A504",4
"14481","T051","A505",2
"14482","T051","A507",3
"14483","T051","A509",2
"14484","T051","A512",1
"14485","T051","A513",1
"14486","T051","A517",2
"14487","T051","A518",1
"14488","T051","A520",4
"14489","T051","A522",2
"14490","T051","A529",3
"14491","T051","A530",2
"14492","T051","A537",4
"14493","T051","A538",3
"14494","T051","A540",3
"14495","T051","A541",1
"14496","T051","A548",4
"14497","T051","A549",1
"14498","T051","A551",0
"14499","T051","A552",3
"14500","T051","A553",0
"14501","T051","A556",0
"14502","T051","A557",0
"14503","T051","A558",1
"14504","T051","A564",1
"14505","T051","A566",2
"14506","T051","A574",0
"14507","T051","A578",4
"14508","T051","A581",1
"14509","T051","A584",2
"14510","T051","A587",1
"14511","T051","A591",1
"14512","T051","A594",3
"14513","T051","A599",4
"14514","T051","A606",4
"14515","T051","A609",1
"14516","T051","A610",2
"14517","T051","A614",0
"14518","T051","A616",3
"14519","T051","A627",2
"14520","T051","A628",2
"14521","T051","A636",3
"14522","T051","A637",2
"14523","T051","A638",3
"14524","T051","A640",4
"14525","T051","A643",0
"14526","T051","A645",2
"14527","T051","A646",4
"14528","T051","A647",0
"14529","T051","A648",4
"14530","T051","A649",0
"14531","T051","A652",3
"14532","T051","A653",3
"14533","T051","A658",4
"14534","T051","A659",0
"14535","T051","A663",2
"14536","T051","A664",2
"14537","T051","A666",1
"14538","T051","A668",3
"14539","T051","A670",4
"14540","T051","A676",1
"14541","T051","A679",3
"14542","T051","A680",0
"14543","T051","A683",2
"14544","T051","A684",4
"14545","T051","A687",1
"14546","T051","A688",4
"14547","T051","A690",0
"14548","T051","A694",3
"14549","T051","A696",1
"14550","T051","A697",2
"14551","T051","A698",3
"14552","T051","A701",4
"14553","T051","A708",0
"14554","T051","A709",4
"14555","T051","A711",1
"14556","T051","A719",3
"14557","T051","A722",2
"14558","T051","A724",4
"14559","T051","A727",0
"14560","T051","A733",2
"14561","T051","A734",0
"14562","T051","A736",4
"14563","T051","A738",2
"14564","T051","A740",0
"14565","T051","A745",1
"14566","T051","A746",0
"14567","T051","A747",1
"14568","T051","A752",1
"14569","T051","A753",2
"14570","T051","A754",4
"14571","T051","A755",3
"14572","T051","A759",3
"14573","T051","A766",3
"14574","T051","A772",3
"14575","T051","A775",2
"14576","T051","A776",3
"14577","T051","A779",2
"14578","T051","A786",3
"14579","T051","A788",1
"14580","T051","A789",4
"14581","T051","A791",3
"14582","T051","A794",4
"14583","T051","A795",0
"14584","T052","A005",0
"14585","T052","A006",1
"14586","T052","A007",3
"14587","T052","A011",3
"14588","T052","A012",4
"14589","T052","A017",4
"14590","T052","A019",1
"14591","T052","A021",2
"14592","T052","A024",3
"14593","T052","A030",0
"14594","T052","A032",2
"14595","T052","A034",4
"14596","T052","A037",0
"14597","T052","A039",4
"14598","T052","A041",1
"14599","T052","A043",3
"14600","T052","A045",1
"14601","T052","A046",0
"14602","T052","A050",4
"14603","T052","A054",4
"14604","T052","A060",2
"14605","T052","A062",3
"14606","T052","A066",1
"14607","T052","A067",1
"14608","T052","A069",4
"14609","T052","A071",3
"14610","T052","A072",4
"14611","T052","A074",1
"14612","T052","A076",0
"14613","T052","A086",3
"14614","T052","A087",3
"14615","T052","A092",1
"14616","T052","A094",1
"14617","T052","A097",4
"14618","T052","A101",1
"14619","T052","A106",3
"14620","T052","A108",2
"14621","T052","A111",4
"14622","T052","A115",1
"14623","T052","A116",1
"14624","T052","A117",3
"14625","T052","A118",1
"14626","T052","A122",2
"14627","T052","A124",0
"14628","T052","A127",4
"14629","T052","A135",0
"14630","T052","A144",2
"14631","T052","A145",0
"14632","T052","A147",3
"14633","T052","A158",3
"14634","T052","A159",2
"14635","T052","A165",2
"14636","T052","A166",0
"14637","T052","A168",2
"14638","T052","A171",4
"14639","T052","A172",3
"14640","T052","A175",2
"14641","T052","A178",0
"14642","T052","A179",0
"14643","T052","A181",2
"14644","T052","A188",2
"14645","T052","A194",3
"14646","T052","A196",0
"14647","T052","A197",3
"14648","T052","A206",4
"14649","T052","A207",1
"14650","T052","A210",2
"14651","T052","A212",3
"14652","T052","A216",4
"14653","T052","A217",3
"14654","T052","A219",0
"14655","T052","A223",4
"14656","T052","A230",3
"14657","T052","A232",1
"14658","T052","A236",3
"14659","T052","A237",3
"14660","T052","A238",2
"14661","T052","A239",4
"14662","T052","A244",1
"14663","T052","A245",3
"14664","T052","A249",2
"14665","T052","A250",0
"14666","T052","A253",2
"14667","T052","A254",2
"14668","T052","A257",0
"14669","T052","A260",4
"14670","T052","A261",0
"14671","T052","A265",0
"14672","T052","A270",3
"14673","T052","A271",2
"14674","T052","A274",1
"14675","T052","A280",3
"14676","T052","A281",1
"14677","T052","A284",0
"14678","T052","A287",1
"14679","T052","A293",0
"14680","T052","A297",4
"14681","T052","A298",4
"14682","T052","A300",3
"14683","T052","A303",0
"14684","T052","A305",2
"14685","T052","A306",1
"14686","T052","A308",1
"14687","T052","A310",3
"14688","T052","A314",0
"14689","T052","A318",1
"14690","T052","A319",2
"14691","T052","A320",1
"14692","T052","A322",2
"14693","T052","A324",3
"14694","T052","A325",1
"14695","T052","A327",2
"14696","T052","A329",4
"14697","T052","A331",4
"14698","T052","A333",0
"14699","T052","A340",0
"14700","T052","A343",4
"14701","T052","A349",2
"14702","T052","A355",0
"14703","T052","A358",1
"14704","T052","A360",3
"14705","T052","A361",1
"14706","T052","A363",2
"14707","T052","A365",3
"14708","T052","A366",3
"14709","T052","A369",1
"14710","T052","A376",4
"14711","T052","A377",2
"14712","T052","A379",0
"14713","T052","A384",4
"14714","T052","A390",2
"14715","T052","A391",4
"14716","T052","A392",1
"14717","T052","A394",1
"14718","T052","A400",1
"14719","T052","A410",0
"14720","T052","A414",4
"14721","T052","A415",4
"14722","T052","A418",4
"14723","T052","A422",1
"14724","T052","A424",2
"14725","T052","A432",0
"14726","T052","A433",4
"14727","T052","A434",1
"14728","T052","A437",2
"14729","T052","A442",2
"14730","T052","A443",3
"14731","T052","A444",2
"14732","T052","A455",4
"14733","T052","A457",0
"14734","T052","A458",1
"14735","T052","A464",4
"14736","T052","A468",4
"14737","T052","A469",3
"14738","T052","A471",4
"14739","T052","A473",0
"14740","T052","A478",2
"14741","T052","A482",3
"14742","T052","A483",0
"14743","T052","A484",4
"14744","T052","A485",0
"14745","T052","A487",4
"14746","T052","A488",4
"14747","T052","A489",1
"14748","T052","A491",2
"14749","T052","A496",0
"14750","T052","A501",3
"14751","T052","A504",3
"14752","T052","A505",1
"14753","T052","A506",3
"14754","T052","A507",3
"14755","T052","A509",1
"14756","T052","A512",4
"14757","T052","A513",3
"14758","T052","A517",1
"14759","T052","A518",0
"14760","T052","A520",1
"14761","T052","A522",0
"14762","T052","A529",1
"14763","T052","A530",0
"14764","T052","A537",0
"14765","T052","A538",2
"14766","T052","A540",3
"14767","T052","A541",4
"14768","T052","A548",0
"14769","T052","A549",1
"14770","T052","A550",4
"14771","T052","A551",3
"14772","T052","A552",1
"14773","T052","A553",2
"14774","T052","A556",4
"14775","T052","A557",3
"14776","T052","A558",2
"14777","T052","A564",3
"14778","T052","A566",4
"14779","T052","A574",0
"14780","T052","A578",2
"14781","T052","A581",4
"14782","T052","A584",3
"14783","T052","A586",2
"14784","T052","A587",3
"14785","T052","A591",4
"14786","T052","A594",3
"14787","T052","A599",4
"14788","T052","A606",2
"14789","T052","A609",2
"14790","T052","A610",2
"14791","T052","A614",1
"14792","T052","A616",0
"14793","T052","A627",1
"14794","T052","A628",3
"14795","T052","A636",2
"14796","T052","A637",0
"14797","T052","A638",3
"14798","T052","A640",2
"14799","T052","A643",1
"14800","T052","A645",3
"14801","T052","A646",4
"14802","T052","A647",3
"14803","T052","A648",2
"14804","T052","A649",0
"14805","T052","A652",0
"14806","T052","A653",1
"14807","T052","A658",4
"14808","T052","A659",3
"14809","T052","A663",3
"14810","T052","A664",2
"14811","T052","A666",2
"14812","T052","A668",3
"14813","T052","A670",4
"14814","T052","A676",4
"14815","T052","A679",1
"14816","T052","A683",2
"14817","T052","A684",0
"14818","T052","A687",4
"14819","T052","A688",0
"14820","T052","A690",1
"14821","T052","A693",2
"14822","T052","A694",0
"14823","T052","A696",1
"14824","T052","A697",3
"14825","T052","A698",0
"14826","T052","A701",4
"14827","T052","A708",0
"14828","T052","A709",2
"14829","T052","A711",1
"14830","T052","A719",0
"14831","T052","A722",3
"14832","T052","A724",2
"14833","T052","A727",0
"14834","T052","A733",1
"14835","T052","A734",1
"14836","T052","A736",2
"14837","T052","A738",2
"14838","T052","A740",1
"14839","T052","A745",0
"14840","T052","A746",4
"14841","T052","A747",2
"14842","T052","A752",0
"14843","T052","A754",0
"14844","T052","A755",0
"14845","T052","A759",2
"14846","T052","A766",1
"14847","T052","A772",2
"14848","T052","A775",0
"14849","T052","A776",1
"14850","T052","A779",2
"14851","T052","A786",4
"14852","T052","A788",4
"14853","T052","A789",0
"14854","T052","A791",4
"14855","T052","A794",3
"14856","T052","A795",4
"14857","T053","A005",1
"14858","T053","A006",1
"14859","T053","A007",2
"14860","T053","A011",4
"14861","T053","A012",3
"14862","T053","A017",3
"14863","T053","A019",2
"14864","T053","A021",1
"14865","T053","A024",0
"14866","T053","A030",2
"14867","T053","A032",0
"14868","T053","A034",0
"14869","T053","A037",3
"14870","T053","A039",2
"14871","T053","A041",0
"14872","T053","A043",4
"14873","T053","A045",1
"14874","T053","A046",1
"14875","T053","A050",4
"14876","T053","A054",0
"14877","T053","A060",0
"14878","T053","A062",4
"14879","T053","A066",3
"14880","T053","A067",1
"14881","T053","A069",4
"14882","T053","A071",3
"14883","T053","A072",2
"14884","T053","A074",0
"14885","T053","A076",0
"14886","T053","A086",0
"14887","T053","A087",1
"14888","T053","A092",2
"14889","T053","A094",3
"14890","T053","A097",1
"14891","T053","A101",0
"14892","T053","A103",3
"14893","T053","A106",3
"14894","T053","A108",4
"14895","T053","A111",0
"14896","T053","A115",1
"14897","T053","A116",4
"14898","T053","A118",2
"14899","T053","A122",4
"14900","T053","A124",2
"14901","T053","A127",0
"14902","T053","A135",0
"14903","T053","A144",4
"14904","T053","A145",2
"14905","T053","A147",4
"14906","T053","A153",3
"14907","T053","A158",3
"14908","T053","A159",1
"14909","T053","A165",4
"14910","T053","A166",0
"14911","T053","A168",1
"14912","T053","A171",2
"14913","T053","A172",3
"14914","T053","A175",0
"14915","T053","A178",1
"14916","T053","A179",3
"14917","T053","A181",2
"14918","T053","A185",3
"14919","T053","A188",2
"14920","T053","A194",0
"14921","T053","A196",2
"14922","T053","A197",3
"14923","T053","A206",4
"14924","T053","A207",0
"14925","T053","A210",0
"14926","T053","A212",4
"14927","T053","A216",3
"14928","T053","A217",1
"14929","T053","A219",2
"14930","T053","A223",0
"14931","T053","A230",4
"14932","T053","A232",1
"14933","T053","A236",1
"14934","T053","A237",2
"14935","T053","A238",1
"14936","T053","A239",1
"14937","T053","A244",0
"14938","T053","A245",4
"14939","T053","A249",2
"14940","T053","A250",1
"14941","T053","A253",2
"14942","T053","A254",2
"14943","T053","A257",2
"14944","T053","A260",3
"14945","T053","A261",1
"14946","T053","A265",0
"14947","T053","A270",4
"14948","T053","A271",2
"14949","T053","A280",4
"14950","T053","A281",1
"14951","T053","A284",3
"14952","T053","A287",0
"14953","T053","A293",2
"14954","T053","A297",2
"14955","T053","A298",3
"14956","T053","A303",1
"14957","T053","A305",2
"14958","T053","A306",3
"14959","T053","A308",4
"14960","T053","A310",0
"14961","T053","A314",0
"14962","T053","A318",1
"14963","T053","A319",0
"14964","T053","A320",1
"14965","T053","A322",1
"14966","T053","A324",1
"14967","T053","A325",1
"14968","T053","A327",1
"14969","T053","A329",1
"14970","T053","A331",4
"14971","T053","A333",4
"14972","T053","A340",1
"14973","T053","A343",4
"14974","T053","A349",4
"14975","T053","A355",2
"14976","T053","A358",0
"14977","T053","A360",4
"14978","T053","A361",3
"14979","T053","A363",1
"14980","T053","A365",2
"14981","T053","A366",1
"14982","T053","A369",4
"14983","T053","A376",2
"14984","T053","A377",4
"14985","T053","A379",0
"14986","T053","A384",4
"14987","T053","A390",3
"14988","T053","A391",1
"14989","T053","A392",2
"14990","T053","A394",2
"14991","T053","A400",3
"14992","T053","A410",0
"14993","T053","A414",1
"14994","T053","A415",3
"14995","T053","A417",3
"14996","T053","A418",4
"14997","T053","A422",3
"14998","T053","A424",0
"14999","T053","A430",1
"15000","T053","A432",3
"15001","T053","A433",2
"15002","T053","A434",4
"15003","T053","A437",4
"15004","T053","A442",2
"15005","T053","A443",1
"15006","T053","A444",1
"15007","T053","A455",0
"15008","T053","A457",0
"15009","T053","A464",3
"15010","T053","A468",3
"15011","T053","A469",0
"15012","T053","A471",3
"15013","T053","A473",0
"15014","T053","A478",4
"15015","T053","A482",1
"15016","T053","A483",3
"15017","T053","A484",4
"15018","T053","A485",4
"15019","T053","A487",4
"15020","T053","A488",4
"15021","T053","A489",0
"15022","T053","A491",4
"15023","T053","A496",1
"15024","T053","A501",3
"15025","T053","A504",3
"15026","T053","A505",3
"15027","T053","A506",0
"15028","T053","A507",0
"15029","T053","A509",1
"15030","T053","A512",2
"15031","T053","A513",4
"15032","T053","A517",4
"15033","T053","A518",0
"15034","T053","A520",2
"15035","T053","A522",4
"15036","T053","A529",0
"15037","T053","A530",0
"15038","T053","A537",0
"15039","T053","A538",1
"15040","T053","A540",2
"15041","T053","A541",0
